,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,#N/A,ornthetable,,Bangkok,220,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,International,Tiktok,Tiktok.com/@ornthetable,,Paid Thai,,Video,06/07/2025,https://vt.tiktok.com/ZSBUJb4rT/,07/07/2025,,,,11/07/2025,,,,10/10/2025,"5,484",1,124,,2.28%,0.00,Sunday Brunch บุฟเฟ่ต์เน้นซีฟู๊ดและอาหารหลากหลาย มีดนตรีสดเพราะๆด้วย #บุฟเฟ่ต์ #ซีฟู้ด #brunch ,,,5484
,#N/A,pyopyo2211,,Bangkok,4619,Moru Sushi,Japanese,Tiktok,Tiktok.com/@pyopyo2211,,Paid Thai,,Video,08/07/2025,https://vt.tiktok.com/ZSBPDwQEF/,09/07/2025,,,,13/07/2025,,,,04/08/2025,"68,800",45,3628,,5.34%,0.00,บุฟเฟ่ต์ญี่ปุ่นที่ Moru Sushi 🍣 #เปลวหมวกแดง #คนไทยเป็นคนตลก #HungryHub #MoruSushi ,,,68800
,#N/A,sugarspace28,,Bangkok,2749,Atrium Restaurant The Landmark Bangkok Hotel,International,Tiktok,Tiktok.com/@sugarspace28,,,,Video,11/07/2025,https://www.tiktok.com/@sugarspace28/video/7525885649317088519,12/07/2025,"3,329",2,87,16/07/2025,97,7,97,21/07/2025,"3,848",7,100,15.6%,2.78%,0.00,"สายบุฟเฟต์ไปจัดค่า 🥢 บุฟเฟต์พรีเมียม Atrium เค้าจัดโปรมา 2 จ่าย 1 คุ้มมากๆ ตกคนละไม่ถึงพัน!  เป็น Lunch Buffet นะคะ พร้อม Free-Flow เครื่องดื่ม อาหารแบบเริ่ดเกิ๊น  รายละเอียด / จองบุฟเฟต์  ตรง Bio หน้าโปรไฟล์ได้เลยค่า ไปจัดๆ  #tiktokพากิน #ปักหมุดร้านอร่อย #บุฟเฟต์มื้อกลางวัน #Lunchbffet #creatorsearchinsights #atriumrestaurant #atriumbuffet #hungryhub #ไปกันมั้ย  & [""tiktokพากิน"",""ปักหมุดร้านอร่อย"",""บุฟเฟต์มื้อกลางวัน"",""lunchbffet"",""creatorsearchinsights"",""atriumrestaurant"",""atriumbuffet"",""hungryhub"",""ไปกันมั้ย""]",,,3848
,#N/A,tiewpaireviewpai,,Bangkok,1767,Stella Palace 79th floor at Baiyoke Sky Hotel 79th floor,Chinese,Tiktok,Tiktok.com/@tiewpaireviewpai,,,,Video,11/07/2025,https://www.tiktok.com/@tiewpaireviewpai/video/7525779434691906834,12/07/2025,"1,388",0,86,16/07/2025,204,0,204,21/07/2025,"8,691",0,249,526.2%,2.87%,0.00,"บุฟเฟต์อาหารจีนในโรงแรม Baiyoke อยู่บนชั้น 79 ยกให้เป็นบุฟเฟต์วิวหลักล้าน สามารถมองเห็นกรุงเทพได้แบบพาโนรามา แนะนำให้จองผ่าน Hungry Hub ตอนนี้ราคาคนละ 1,350 ราคานี้คือ Net แล้ว 📍Stella Palace 79floor Baiyoke Sky Hotel #baiyokebuffet #rooftop  #tiktokพากิน  #รีวิวร้านอาหาร  #บุฟเฟต์นานาชาติ  #ร้านวิวสวย  & [""baiyokebuffet"",""rooftop"",""tiktokพากิน"",""รีวิวร้านอาหาร"",""บุฟเฟต์นานาชาติ"",""ร้านวิวสวย""]",,,8691
,#N/A,ornthetable,,Bangkok,5866,Sexy Cow Prime Steak,Steakhouse,Tiktok,Tiktok.com/@ornthetable,,Paid Thai,,Video,13/07/2025,https://vt.tiktok.com/ZSBq5fNVr/,14/07/2025,,,,18/07/2025,,,,04/08/2025,"1,032",2,38,,3.88%,0.00,ร้านดินเนอร์สวยๆ สเต็กฟินๆ พิกัดหลังสวน ร้าน SexyCowBKK #ดินเนอร์ #สเต็ก ,,,1032
,#N/A,ornthetable,,Bangkok,5359,Serina Japanese Teppanyaki,Japanese,Tiktok,Tiktok.com/@ornthetable,,Paid Thai,,Video,13/07/2025,https://vt.tiktok.com/ZSBq5fHxd/,14/07/2025,,,,18/07/2025,,,,04/08/2025,"4,598",5,90,,2.07%,0.00,เทปันยากิเจ้าแรกๆในไทย พิกัดสีลม-ศาลาแดง #อาหารญี่ปุ่น #เทปันยากิ #สเต็ก ,,,4598
,#N/A,mimlikesthis,,Bangkok,5828,Purple Laurel 紫桂轩,Chinese,Tiktok,Tiktok.com/@mimlikesthis,,Paid Thai,,Video,15/07/2025,https://vt.tiktok.com/ZSBp9sCPt/,16/07/2025,,,,20/07/2025,,,,04/08/2025,"5,021",2,464,,9.28%,0.00,"🕊️ ครั้งแรกในชีวิต มิ้มทาน ""นกพิราบย่าง"" แล้วชอบมากกก

ใครจะคิดว่าเมนูนี้จะอร่อยจนอยากเบิ้ลอีกคำ 🤍 หนังกรอบๆ เนื้อนุ่ม แบบที่ทานแล้วรู้เลยว่าเชฟตั้งใจทำสุดๆ

✨ ทั้งหมดนี้เกิดขึ้นที่ Purple Laurel ร้านอาหารจีนสุดหรูในเกสรอัมรินทร์ (ชั้น 3) บรรยากาศดีมากกก~ สีม่วงถ่ายรูปขึ้นทุกมุม ร้านตกแต่งสวย เป็นจีนร่วมสมัยที่อบอุ่นและมีเสน่ห์สุดๆ

📌 เมนูอื่นๆ ก็ไม่ธรรมดาเลยนะ: – ซี่โครงเนื้อออสเตรเลียตุ๋นเปรี้ยวหวาน สไตล์เจี๋ยงหนาน 🍖
– เยลลี่เชอรี่ซ่อนไส้ตับห่าน 🍒 สนุกในคำเดียว
– หมูสามชั้นพะโล้คู่หมั่นโถวกลิ่นใบเตย 🐷 ละลายในปาก
– บะหมี่ทะเลในซุปล็อบสเตอร์ 🍜 เข้มข้นถึงใจ
– ผักตามฤดูกาลผัดเกลือ
– ทับทิมทองเห็ดทรัฟเฟิล ที่หอมกลมกล่อมจนอยากยกนิ้วให้

💜 ทุกจานคือทั้งสวย ทั้งอร่อย เสิร์ฟมาแบบมีศิลปะสุดๆ ใครชอบอาหารจีนที่ล้ำกว่าเดิม ต้องลองเลย

#รีวิวของดีบอกต่อ #อร่อยบอกต่อ #อาหารจีน #กรุงเทพมหานคร ",,,5021
,#N/A,benihana_atrium,,Bangkok,1582,Benihana at Riverside Plaza,Japanese,Instagram,Instagram.com/benihana_atrium,,,,Video,16/07/2025,https://www.instagram.com/p/DMJ4vjpvPoY/,17/07/2025,80,0,5,21/07/2025,176,0,7,26/07/2025,228,0,7,185.0%,3.07%,0.00,"🍱✨ เปลี่ยนมื้อกลางวันธรรมดาให้กลายเป็นช่วงเวลาสุดพิเศษที่ Benihana Atrium กับ Weekday All You Can Eat

อิ่มอร่อยกับบุฟเฟต์อาหารญี่ปุ่นระดับพรีเมียม ชมการปรุงอาหารแบบเทปันยากิที่หน้าเตา พร้อมซูชิ ซาชิมิ ข้าวผัดฮาบาชิ สลัด ไอศกรีม และเมนูอีกมากมาย ที่รังสรรค์ด้วยความพิถีพิถัน

พิเศษ ⚡มา 4 จ่าย 3 เฉลี่ยท่านละ 1,499 บาทสุทธิ / ท่าน

🗓 จันทร์–ศุกร์ | 12:00 – 16:00 น.
💰 1,999 บาทสุทธิ / ท่าน

ซื้อเวาเชอร์: https://bit.ly/4hdzy1h
----------
🍱✨ Elevate your weekday lunch with Benihana Atrium’s Weekday All You Can Eat experience.

Enjoy a premium Japanese buffet with live teppanyaki performances, freshly prepared sushi and sashimi, hibachi fried rice, salads, ice cream, and more—crafted with care using top-quality ingredients.

⚡ Come 4, Pay 3 – Just THB 1,499 net per person when dining in a group of 4

🗓 Monday–Friday | 12:00 PM – 4:00 PM
💰 THB 1,999 net per person

Voucher: https://bit.ly/4hdzy1h

A refined midday indulgence, perfect for business lunches or special weekday treats.

📞 Tel. 02 718 2000
📲 LINE: lin.ee/ZhfpcZK
.
#BenihanaAtrium #LuxurySushi #SushiExperience #TeppanyakiVibes #BangkokDining",,,228
,#N/A,haimunroopai,,Bangkok,1353,Kuang Seafood Ratchada,Thai,Tiktok,Tiktok.com/@haimunroopai,,Paid Thai,,Video,16/07/2025,https://vt.tiktok.com/ZSBswsSwV/,17/07/2025,,,,21/07/2025,,,,04/08/2025,"40,100",27,1047,,2.68%,0.00,"บุฟเฟ่ต์ซีฟู้ดในร้านกวงซีฟู้ด ที่ไม่คิดว่าเค้าจะทำ! 🌟 จะเป็นแบบอะลาคาร์ทสั่งได้ไม่อั้น แต่ละจานเค้าคือคุณภาพเลยแหละ ทำมาพอร์ชั่นปกติ รสชาติรสมือคือทำถึง! มีเมนูหลากหลายเลยนะ ทั้งกุ้งเผา 🦞 (แค่กินโลนึงก็คุ้มละ!) ปูทะเล ปลากระพงมาเป็นตัวๆ 🐠 หอยนางรม 🦪 หอยเชลล์งี้ สดมากกกก อร่อยอะ 😋 แล้วมีของหวานตบท้ายล้างปากเป็นเค้ก 🍰 ข้าวเหนียวมะม่วง 🥭 อันนี้ชอบสุดๆ 55555 นี่ๆรวมเก๊กฮวยมีฟองด้วยนะ 🍻 ไม่อั้น!!

เรากินเป็นตัวโปร 999เนทนะ ฮือออ ไม่คิดว่าราคาจะจึ้งขนาดนี้ ได้ไปทุกอาทิตย์แน่ๆ 😋😋

#กวงซีฟู้ด #กวงทะเลเผา #กวงซีฟู้ดห้วยขวาง #บุฟเฟ่ต์ #buffet #ซีฟู้ดบุฟเฟ่ต์ #seafood #รัชดา #tiktokพากิน #อร่อยบอกต่อ #บุฟเฟ่ต์ทะเลเผา #fyp #hungryhub #kuangseafood ",,,40100
,#N/A,beefexpress.bkk,,Bangkok,2447,Beef Express Bangna,Steakhouse,Tiktok,Tiktok.com/@beefexpress.bkk,,,,Video,17/07/2025,https://www.tiktok.com/@beefexpress.bkk/video/7528009409293782279,18/07/2025,215,0,14,22/07/2025,20,1,20,27/07/2025,486,1,19,126.0%,4.12%,0.00,"โปรโมชั่นพิเศษจองผ่าน Hungry Hub มาอร่อยฟินไปด้วยกันนะคะ #beefsteak #สเต็กทําเอง #ร้านสเต็ก #beefexpress #บุฟเฟ่ต์สเต็ก #สตริปลอยด์สเต็ก #ซีซาร์สลัด #สเต็กเนื้อ #พาสต้า  & [""beefsteak"",""สเต็กทําเอง"",""ร้านสเต็ก"",""beefexpress"",""บุฟเฟ่ต์สเต็ก"",""สตริปลอยด์สเต็ก"",""ซีซาร์สลัด"",""สเต็กเนื้อ"",""พาสต้า""]",,,486
,#N/A,benihana_atrium,,Bangkok,2169,Benihana Grand Mercure Bangkok Atrium,Japanese,Instagram,Instagram.com/benihana_atrium,,Organic,,Video,18/07/2025,https://www.instagram.com/p/DMPvBsZyNpa/,19/07/2025,140,0,8,23/07/2025,185,0,9,28/07/2025,160,0,8,14.3%,5.00%,0.00,"🍣 Weekend Brunch at Benihana Atrium 🍤 อิ่มไม่อั้นกับบุฟเฟต์อาหารญี่ปุ่น พร้อมโชว์เทปันยากิจากเชฟมืออาชีพ ซูชิ ซาชิมิ ข้าวผัดฮิบาชิ ของหวาน และอีกมากมาย 💥 โปรโมชั่นพิเศษ: มา 4 จ่าย 3! 📍 ทุกวันเสาร์–อาทิตย์ | 12:00 – 15:00 น. 💴 1,500++ บาท • เลือกเทปันยากิ 1 อย่าง + ซูชิหรือซาชิมิ 1 อย่าง • ซีฟู้ดพรีเมียม + สลัด + ของหวาน • บุฟเฟต์อาหารญี่ปุ่น • เครื่องดื่ม 1 แก้ว (เบียร์ / ฟรุตพันช์) หรือชาเขียวรีฟิล 💴 1,999++ บาท • ไม่อั้น เทปันยากิ ซูชิ ซาชิมิ • ซีฟู้ดพรีเมียม + สลัด + ของหวาน • บุฟเฟต์อาหารญี่ปุ่น • เครื่องดื่ม 1 แก้ว (เบียร์ / ฟรุตพันช์) หรือชาเขียวรีฟิล ซื้อเวาเชอร์: https://bit.ly/4hdzy1h --------- 🍣 Weekend Brunch at Benihana Atrium Elevate your weekend with teppanyaki theatre! All-you-can-eat Japanese buffet with live teppanyaki, premium sushi, sashimi, hibachi rice, and more. 💥 Special: Come 4, Pay 3! 📍 Every Saturday & Sunday | 12:00 – 15:00 💴 THB 1,500++ • Choose 1 teppanyaki + 1 sushi/sashimi • Premium seafood, salad, dessert bar • Japanese buffet • 1 drink (beer / fruit punch) or refillable green tea 💴 THB 1,999++ • Unlimited teppanyaki, sushi, sashimi • Premium seafood, salad, dessert bar • Japanese buffet • 1 drink (beer / fruit punch) or refillable green tea Voucher: https://bit.ly/4hdzy1h . 🧑‍🍳 𝐄𝐱𝐩𝐥𝐨𝐫𝐞 Phone: 0 2718 2000 LINE: lin.ee/ZhfpcZK Reserve: bit.ly/Bookyourseats . #BenihanaAtrium #WeekendBrunch #BangkokDining #TeppanyakiExperience #AllYouCanEat",,,160
,#N/A,emmies_eiei,,Bangkok,843,Seafresh Riverside Buffet,Thai,Tiktok,Tiktok.com/@emmies_eiei,,,,Video,20/07/2025,https://www.tiktok.com/@emmies_eiei/video/7529044874306391314,21/07/2025,272,1,11,25/07/2025,18,1,18,30/07/2025,472,1,16,73.5%,3.60%,0.00,"Seafresh Riverside #บุฟเฟ่ต์ อร่อย อาหารทะเลสดใหม่ บริการดีเลิศ ย่านพระราม 3 . จองผ่าน Hungry Hub มีเมนูพิเศษด้วย . #เอ็มมี่ไปเรื่อย #กุ้งเผา  #บุฟเฟ่ต์ซีฟู้ด #อร่อยบอกต่อ  & [""บุฟเฟ่ต์"",""เอ็มมี่ไปเรื่อย"",""กุ้งเผา"",""บุฟเฟ่ต์ซีฟู้ด"",""อร่อยบอกต่อ""]",,,472
