,restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes
1014,Ryota Shabu Buffet MAYA (Chiang Mai),7.658198,6.47391,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1015,S'More Beach Restaurant and Bar (Pattaya),-3.3683708,5.5615416,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1016,SEEN Rooftop Avani Riverside,-2.9403698,9.175454,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1017,SERVE ZAAB TUM YUM YANG,4.0863547,13.758681,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1018,SINSA Korean BBQ & Bar,-2.6008427,12.147826,3,Good Location,1,100.0,Good Location
1019,"SKOSH Cafe | Coffee, Matcha, Onigiri and Sandos",-0.3616146,15.348317,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1020,SM168 Restaurant & Bar,-1.4558053,11.508358,3,Good Location,1,100.0,Good Location
1021,SOS Shabu Bangchak,7.22217,5.585008,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1022,SOS Shabu Bearing,7.2993994,5.4711943,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1023,SOS Shabu Big C Rama 4,7.3002653,4.5833387,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1024,SPICE Thai Cuisine and Bar,0.28075188,10.818719,3,Good Location,1,100.0,Good Location
1025,STOP BAR V.2,-2.7967143,12.083037,3,Good Location,1,100.0,Good Location
1026,Sabio Spanish Tapas,2.8947341,13.606313,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1027,Sai Bistro Restaurant at The Sinae (Phuket),0.110899076,5.469766,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1028,Sailom Restaurant (Hua Hin),-2.079744,2.0253425,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1029,Sakuldee Thai Cuisine,1.0498705,10.938766,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1030,Sala Lakorn at Anantara Riverside,6.520299,8.892621,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1031,Salada Organic Kitchen HomePro Bangna,2.1106415,6.6187253,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1032,Salada Organic Kitchen HomePro Rama9,2.6197433,6.808102,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1033,Salada Organic Kitchen La Salle's Avenue,1.6635351,7.175075,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1034,Salada Organic Kitchen Tops Nak Niwat,2.6097825,6.822025,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1035,Salmon Inari by My home,3.6043582,9.356541,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1036,Saloon Ari,4.215439,15.399509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1037,Samkaew Craft Beer,5.307346,11.046593,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1038,Samsuan Dessert & Dining,0.31939837,13.305072,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1039,San Aroi Pochana,4.767946,11.277384,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1040,Sand Box Beachfront Bar & Eatery Phuket,-0.4101185,5.429117,3,Good Location,1,100.0,Good Location
1041,Sandee Homey Thai Restaurant (Pattaya),-5.0598574,7.4537144,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1042,Saneh Jaan,0.64113694,12.618839,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1043,Saneh Mookrata,3.5330162,13.311367,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1044,Sanitwong Bites & Brews,2.4314191,11.326597,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1045,Sannin No Sushi,3.147582,3.7068484,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1046,Saon,2.007581,12.130768,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1047,Sapparos by Chef Zetrong,1.7426888,11.042264,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1048,Sarnies Cantina,0.92361104,14.126305,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1049,Savelberg Thailand,2.0551069,12.25591,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1050,Savoey Café & Restaurant,2.888182,10.653849,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1051,Savoey Riverview Rama 3,6.7802505,3.0081692,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1052,Sawasdee Chaophraya Cruise,2.7669106,11.925028,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1053,Scene Amatara Welleisureᵀᴹ Resort (Phuket),-0.98202515,5.8252573,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1054,Sdutta Eatery & Bar,-2.8995876,12.029796,3,Good Location,1,100.0,Good Location
1055,Sea Talay (Pattaya),-5.183264,7.065272,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1056,Seasonal Tastes The Westin Grande Sukhumvit,-1.3598496,8.087442,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1057,Sen Sai Isan Bangsaen,4.7590604,13.506793,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1058,Sen Sai Isan Suvarnabhumi,5.3958325,10.305369,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1059,Sensai Japanese Restaurant Muangthong,0.98514557,11.824739,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1060,Senses Amatara Welleisureᵀᴹ Resort (Phuket),-1.0596957,5.41688,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1061,Seoul by Soul Bangna - Bearing,5.5343523,13.710821,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1062,Seoul by Soul Theparak - Saphan Mai,6.205937,9.455317,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1063,Seoulful 서울풀,5.7139235,8.973154,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1064,Shabeebee House,2.5460706,18.332012,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1065,Shabu & Co.,8.053768,5.517905,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1066,Shabu 81,7.640757,5.292108,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1067,Shabu Henmee Watcharapol,7.374366,5.886856,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1068,Shabu King,8.48185,5.7126718,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1069,Shabu Puko Muang Mai (Chonburi),7.2387424,6.2811666,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1070,Shabu Puko Sri Racha (Chonburi),7.417991,6.287712,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1071,Shabu Shabu Nangnai – Ramintra 5,7.643355,5.951759,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1072,Shabu-Suki Izakaya,7.6722326,5.2050133,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1073,Shabuku Lam Luk Ka,4.4249845,10.444759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1074,Shabushi Central Changwattana,4.591015,5.4809723,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1075,Shabushi Central Ladprao,4.921216,5.7747273,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1076,Shabushi Central Rama 2,5.2588387,4.0854263,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1077,Shabushi Central Rama 3,5.477559,4.0161343,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1078,Shabushi Central Rama 9,5.8910995,4.3798833,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1079,Shabushi Central Ramindra,4.694343,5.7720766,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1080,Shabushi Central Westgate,4.9805408,6.1112137,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1081,Shabushi Central Westville,4.1186066,5.2157145,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1082,Shabushi CentralWorld,5.5801682,10.553282,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1083,Shabushi Fashion Island,5.182626,8.969724,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1084,Shabushi Future Park Rangsit Floor 2,4.523084,8.3033695,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1085,Shabushi Future Park Rangsit Floor B,3.1821415,7.612299,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1086,Shabushi Mega Bangna,8.1317625,5.042924,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1087,Shabushi Robinson Ratchaphruek,4.5001855,10.089085,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1088,Shabushi Seacon Square,7.8550234,6.036034,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1089,Shabushi Siam Center,9.686956,3.745252,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1090,Shabushi Terminal 21 Rama 3,6.3928714,3.591368,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1091,Shabushi The Mall Bangkae,7.2049074,6.5241814,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1092,Shabushi The Mall Bangkapi,3.7792833,4.3051753,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1093,Shabushi The Mall Tha Phra,6.815084,7.443031,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1094,Shakariki432 Major Ratchayothin,4.523625,10.036117,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1095,Shakariki432 Riabduan Ekkamai-Ramintra,2.5093157,13.808114,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1096,Shakariki432 The Nine Center Rama 9,6.7234874,2.7123973,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1097,Shaloba Eatery,-0.9125403,14.562068,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1098,Shark Bite Restaurant,2.4461443,10.507381,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1099,Shibuya Shabu Ekkamai,8.008975,5.4523163,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1100,Shida Yakiniku & Izakaya Chaengwattana 14,4.82497,12.885414,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1101,Shida Yakiniku & Izakaya Prachanukoon,3.7777562,11.786898,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1102,Shidai Kushiyaki,4.6878567,14.412232,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1103,Shiguma Japanese Restaurant Bangna,4.9507155,8.639148,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1104,Shining Taste,4.463316,12.423587,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1105,Shizen Machi Omakase,2.81687,0.6347171,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1106,Sho Japanese Dining,0.38577935,12.621402,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1107,ShoSha,4.3006988,7.8823485,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1108,Shore Kitchen & Rooftop bar at Hotel clover Patong (Phuket),-0.6293449,6.235069,3,Good Location,1,100.0,Good Location
1109,ShouSushi,3.2206707,11.258932,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1110,Show Nuea,2.1576033,12.589509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1111,Shui Xin Chinese Restaurant Novotel Bangkok Bangna,1.8447751,9.187138,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1112,Siam India Asiatique the Riverfront,9.836873,3.9332476,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1113,Siam77 Vintage Home & Restaurant,3.0722053,12.63559,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1114,Sichuan Restuarant Silom,3.8463795,10.212936,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1115,Signaturebkk Design Village Bangna,5.3012404,10.456344,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1116,Signaturebkk Kanchanaphisek,5.793938,10.33941,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1117,Sindosegi Mega Bangna,4.987194,9.139137,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1118,Sindosegi Ratchapruek,6.483465,8.545868,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1119,Sindosegi Siam Square,9.939878,4.246264,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1120,Sip Wine Shop and Bistro,-0.24625292,9.38467,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1121,Sips Café & Bar,-2.6807475,12.050606,3,Good Location,1,100.0,Good Location
1122,Siri Amatara Welleisure Resort (Phuket),-0.8055128,5.51787,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1123,Siri Nhemneaung,6.014667,15.368091,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1124,Sky Vibe Rooftop Bar at Cross Vibe Pattaya Seaphere (Pattaya),-4.3862166,7.653649,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1125,Sky on 20 Rooftop Bar at Novotel Bangkok Sukhumvit 20,-3.7269063,10.165433,3,Good Location,1,100.0,Good Location
1126,Sliding Doors,3.5667744,13.760036,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1127,Sloth Sukiyaki Central Rama 2,5.046155,4.215092,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1128,Sloth Sukiyaki Jas Urban Srinakarin,6.4487095,11.617529,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1129,Smokestack BBQ & Grill (Phuket),1.071421,4.8628573,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1130,Snobbish Restaurant & Bar,-1.8319935,11.680245,3,Good Location,1,100.0,Good Location
1131,Snuggery,2.4952629,14.951609,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1132,So Asean Cafe & Restaurant - FYI Center,1.7363832,16.101143,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1133,So Asean Cafe & Restaurant - Samyan Mitrtown,1.516054,15.72708,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1134,So Asean Cafe & Restaurant - The Street Ratchada,1.4899778,13.882676,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1135,So STORY @Kingkaew Coffee Bar & Cafe,-0.87717235,14.789062,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1136,So asean Cafe & Restaurant - CW Tower,1.404419,15.388433,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1137,SoiSeoul RuamChok (Chiang Mai),5.5183535,13.792654,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1138,Sola Luna Rooftop at Grande Centre Point Space (Pattaya),-4.169033,7.6790347,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1139,Soleh Esan Fusion,3.2736125,10.411372,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1140,Solo Beach (Hua Hin),-2.3085332,3.3768587,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1141,Sompohnpak Isaan So Good,3.1081357,10.12087,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1142,Somsak,4.166872,12.3682785,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1143,Somtum Der Tha Tien,2.8607647,10.914663,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1144,Somtum Villa (Pattaya),-5.3640933,6.7478027,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1145,Sonkram Huahin,6.132586,12.697898,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1146,Sook Samraan - Cafe Mookrata,0.5925024,16.7334,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1147,Sook Zaap 56 Asiatique,3.3588238,8.574176,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1148,Sopa,4.4417324,11.042475,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1149,Sorsi & Morsi,7.619816,11.722254,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1150,SoulBrew Café & Bistro,0.64708686,7.370682,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1151,South Side Keppel | All Day Cafe & Dining,0.9997564,14.6862755,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1152,Spaghetti - Italian Food,3.7025824,13.275368,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1153,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,-3.8899522,10.225785,3,Good Location,1,100.0,Good Location
1154,Spoon cafe Jungceylon (Phuket),0.86827976,4.8790827,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1155,Sports Bar by Topgolf Megacity,-1.1544546,11.37712,3,Good Location,1,100.0,Good Location
1156,Sram Sai Mai,1.5274295,11.842281,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1157,Sri Kamin Soi Chulalonkorn 5,5.0713234,12.42722,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1158,Sri Thai Restaurant Chaengwattana Laksi,1.5993547,11.607746,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1159,Stark Food,4.954671,11.203506,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1160,Starlight Rooftop Bar,-3.2473884,9.277684,3,Good Location,1,100.0,Good Location
1161,Steak 700 Rais (Sattahip),8.0297165,10.43731,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1162,Stirling Steaks Capitol,7.752976,10.428367,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1163,StrackYum Central Khon Kaen,4.1826677,6.3601284,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1164,StrackYum Central Rama 9,5.1749115,3.9164538,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1165,StrackYum Central Westgate,4.752715,5.6451263,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1166,StrackYum New Phran Nok,2.7878838,9.422023,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1167,Suan Bua Centara Grand Ladprao,2.0693526,10.625308,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1168,Suan Paruj Thai Cuisine,0.5457584,10.64398,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
