restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
Rabbit Hole at Phuket (Phuket),0.32283148,4.902603,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2908,Rabbit Hole at Phuket (Phuket),90
Rabiengview Ayutthaya,6.1340294,14.634122,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6710,Rabiengview Ayutthaya,90
Radicle Beer Company,5.000836,14.321563,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6315,Radicle Beer Company,90
Radius Restaurant at Cape Dara Resort (Pattaya),-2.9598916,6.6104827,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6476,Radius Restaurant at Cape Dara Resort (Pattaya),90
Raffles Courtyard at Raffles Hotel Singapore,1.1656774,12.848304,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5677,Raffles Courtyard at Raffles Hotel Singapore,90
Rain Tree Cafe at The Athenee Hotel,0.64233243,15.2562685,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,222,Rain Tree Cafe at The Athenee Hotel,90
Rak to Eat (Phuket),0.2113582,4.392482,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3113,Rak to Eat (Phuket),90
Ralph House,2.5971231,18.22043,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6667,Ralph House,90
Rama at Furama Silom Hotel,7.008806,2.9848814,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6114,Rama at Furama Silom Hotel,90
Ramayana Water Park (Chonburi),2.500674,7.778593,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3645,Ramayana Water Park (Chonburi),90
Raynue Gaysorn Amarin,-0.06874252,11.573473,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4668,Raynue Gaysorn Amarin,90
Realpork Korean Pub & Grill Groove at Central World,3.698745,5.308898,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5625,Realpork Korean Pub & Grill Groove at Central World,90
Red Lobster Emsphere,3.8067186,12.545729,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4592,Red Lobster Emsphere,90
Red Rose Chinese Restaurant & Jazz Lounge at Shanghai Mansion,-0.46401614,9.337219,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2090,Red Rose Chinese Restaurant & Jazz Lounge at Shanghai Mansion,30
Red Sky Restaurant 55th Floor,-2.7590353,11.08783,3,Good Location,1,100.0,Good Location,2909,Red Sky Restaurant 55th Floor,90
Red Sky Rooftop & Bar 56th Floor,-3.2918403,10.809921,3,Good Location,1,100.0,Good Location,1198,Red Sky Rooftop & Bar 56th Floor,90
RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,-3.1020873,10.2845955,3,Good Location,1,100.0,Good Location,4412,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,90
"Republic Bar and Lounge At The Ritz-Carlton, Millenia Singapore",-1.3166201,10.350964,3,Good Location,1,100.0,Good Location,5411,"Republic Bar and Lounge At The Ritz-Carlton, Millenia Singapore",30
Rern,1.7619233,10.808415,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5931,Rern,90
Reun Rom Bar,-1.916164,13.234107,3,Good Location,1,100.0,Good Location,6159,Reun Rom Bar,90
Ricci Italian Restaurant and Crudo Bar,-1.2187171,12.108963,3,Good Location,1,100.0,Good Location,5990,Ricci Italian Restaurant and Crudo Bar,90
Rice Restaurant (Phuket),0.6684711,4.1373334,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3041,Rice Restaurant (Phuket),90
Rim Klong Café Mövenpick BDMS Wellness Resort,-1.6155628,6.608331,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3683,Rim Klong Café Mövenpick BDMS Wellness Resort,90
Rim Talay @ Amari Patong (Phuket),0.9953814,4.139016,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1736,Rim Talay @ Amari Patong (Phuket),90
Rimbungsounprig Bar&Restaurants (Ayutthaya),-1.3800677,12.331151,3,Good Location,1,100.0,Good Location,3336,Rimbungsounprig Bar&Restaurants (Ayutthaya),90
Ripple sea (Chonburi),5.2062955,13.606287,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6789,Ripple sea (Chonburi),90
Roccabkk,6.1658173,12.961344,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4614,Roccabkk,90
Romsai Banyan Tree Hotel,0.4103914,10.961834,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,894,Romsai Banyan Tree Hotel,60
Roof 70,3.7440226,12.436414,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5084,Roof 70,90
Ros charoen by Kuang seafood (Pattaya),-5.5848927,6.5998554,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5280,Ros charoen by Kuang seafood (Pattaya),90
Rosded BBQ International Buffet On Nut 90,7.7285123,7.9940033,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4453,Rosded BBQ International Buffet On Nut 90,90
Rosded BBQ International Buffet Ramkhamhaeng 187,7.1312957,8.2241745,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4452,Rosded BBQ International Buffet Ramkhamhaeng 187,90
Rosprod Central Westgate,4.0695877,5.609033,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4982,Rosprod Central Westgate,90
Rossiwalee,3.288056,10.587546,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6852,Rossiwalee,90
Roy Sen Pad Thai Go Wholesale Ramkhamhaeng,1.7002167,11.061572,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5059,Roy Sen Pad Thai Go Wholesale Ramkhamhaeng,90
Roy Sen Pad Thai Go Wholesale Rangsit,3.000166,10.689819,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5058,Roy Sen Pad Thai Go Wholesale Rangsit,90
Ruedooron by Liyang Lat Krabang,5.07047,15.050485,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6037,Ruedooron by Liyang Lat Krabang,90
Ruedooron by Liyang Town in Town,4.6424174,12.116912,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6034,Ruedooron by Liyang Town in Town,90
Ruen Petch Suki - Ratchaphruek Road,6.1439524,12.214383,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4598,Ruen Petch Suki - Ratchaphruek Road,90
Ruen Petch Suki Nonthaburi Bypass Road,4.675928,9.050349,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1007,Ruen Petch Suki Nonthaburi Bypass Road,60
Ruen Sakhon Cafe & Restaurant,1.5256857,16.436638,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5590,Ruen Sakhon Cafe & Restaurant,90
Ruenglalynn Skybar Rooftop,-3.53843,9.125639,3,Good Location,1,100.0,Good Location,4782,Ruenglalynn Skybar Rooftop,90
Ruk Num Cafe (Nakhon Pathom),1.2195805,15.527423,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6753,Ruk Num Cafe (Nakhon Pathom),90
Rum&Orange Rooftop Tapas Bar,-2.730472,9.700784,3,Good Location,1,100.0,Good Location,6873,Rum&Orange Rooftop Tapas Bar,90
Rusty.Bkk,-3.4605732,11.396805,3,Good Location,1,100.0,Good Location,6312,Rusty.Bkk,90
Ryota Shabu Buffet Central Airport (Chiang Mai),6.4968495,6.2767305,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6419,Ryota Shabu Buffet Central Airport (Chiang Mai),90
Ryota Shabu Buffet Central Westgate,7.0194516,6.6974587,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6425,Ryota Shabu Buffet Central Westgate,90
Ryota Shabu Buffet Lotus Kum Tiang (Chiang Mai),7.4507504,6.7309146,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6424,Ryota Shabu Buffet Lotus Kum Tiang (Chiang Mai),90
Ryota Shabu Buffet MAYA (Chiang Mai),7.658198,6.47391,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6423,Ryota Shabu Buffet MAYA (Chiang Mai),90
S'More Beach Restaurant and Bar (Pattaya),-3.3683708,5.5615416,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6595,S'More Beach Restaurant and Bar (Pattaya),90
SEEN Rooftop Avani Riverside,-2.9403698,9.175454,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1579,SEEN Rooftop Avani Riverside,90
SERVE ZAAB TUM YUM YANG,4.0863547,13.758681,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6717,SERVE ZAAB TUM YUM YANG,90
SINSA Korean BBQ & Bar,-2.6008427,12.147826,3,Good Location,1,100.0,Good Location,3475,SINSA Korean BBQ & Bar,90
"SKOSH Cafe | Coffee, Matcha, Onigiri and Sandos",-0.3616146,15.348317,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5583,"SKOSH Cafe | Coffee, Matcha, Onigiri and Sandos",90
SOS Shabu Bangchak,7.22217,5.585008,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6269,SOS Shabu Bangchak,90
SOS Shabu Bearing,7.2993994,5.4711943,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6270,SOS Shabu Bearing,90
SOS Shabu Big C Rama 4,7.3002653,4.5833387,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5095,SOS Shabu Big C Rama 4,90
STOP BAR V.2,-2.7967143,12.083037,3,Good Location,1,100.0,Good Location,6745,STOP BAR V.2,90
Sabio Spanish Tapas,2.8947341,13.606313,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6072,Sabio Spanish Tapas,90
Sai Bistro Restaurant at The Sinae (Phuket),0.110899076,5.469766,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4404,Sai Bistro Restaurant at The Sinae (Phuket),90
Sailom Restaurant (Hua Hin),-2.079744,2.0253425,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6123,Sailom Restaurant (Hua Hin),90
Sakuldee Thai Cuisine,1.0498705,10.938766,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6736,Sakuldee Thai Cuisine,90
Sala Lakorn at Anantara Riverside,6.520299,8.892621,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3180,Sala Lakorn at Anantara Riverside,90
Salada Organic Kitchen HomePro Bangna,2.1106415,6.6187253,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6527,Salada Organic Kitchen HomePro Bangna,90
Salada Organic Kitchen HomePro Rama9,2.6197433,6.808102,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6523,Salada Organic Kitchen HomePro Rama9,90
Salada Organic Kitchen La Salle's Avenue,1.6635351,7.175075,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6524,Salada Organic Kitchen La Salle's Avenue,90
Salada Organic Kitchen Tops Nak Niwat,2.6097825,6.822025,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6526,Salada Organic Kitchen Tops Nak Niwat,90
Salmon Inari by My home,3.6043582,9.356541,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6574,Salmon Inari by My home,90
Saloon Ari,4.215439,15.399509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6208,Saloon Ari,90
Samsuan Dessert & Dining,0.31939837,13.305072,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5994,Samsuan Dessert & Dining,90
San Aroi Pochana,4.767946,11.277384,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5304,San Aroi Pochana,90
Sandee Homey Thai Restaurant (Pattaya),-5.0598574,7.4537144,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5695,Sandee Homey Thai Restaurant (Pattaya),90
Saneh Mookrata,3.5330162,13.311367,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5096,Saneh Mookrata,90
Sanitwong Bites & Brews,2.4314191,11.326597,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5325,Sanitwong Bites & Brews,90
Sannin No Sushi,3.147582,3.7068484,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5533,Sannin No Sushi,90
Saon,2.007581,12.130768,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6812,Saon,90
Sarnies Cantina,0.92361104,14.126305,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6257,Sarnies Cantina,90
Savoey Café & Restaurant,2.888182,10.653849,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6341,Savoey Café & Restaurant,90
Savoey Riverview Rama 3,6.7802505,3.0081692,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1773,Savoey Riverview Rama 3,90
Scene Amatara Welleisureᵀᴹ Resort (Phuket),-0.98202515,5.8252573,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3900,Scene Amatara Welleisureᵀᴹ Resort (Phuket),90
Sdutta Eatery & Bar,-2.8995876,12.029796,3,Good Location,1,100.0,Good Location,6712,Sdutta Eatery & Bar,90
Sea Talay (Pattaya),-5.183264,7.065272,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6528,Sea Talay (Pattaya),90
Seasonal Tastes The Westin Grande Sukhumvit,-1.3598496,8.087442,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2928,Seasonal Tastes The Westin Grande Sukhumvit,60
Sen Sai Isan Bangsaen,4.7590604,13.506793,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5887,Sen Sai Isan Bangsaen,90
Sen Sai Isan Suvarnabhumi,5.3958325,10.305369,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6242,Sen Sai Isan Suvarnabhumi,90
Sensai Japanese Restaurant Muangthong,0.98514557,11.824739,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4516,Sensai Japanese Restaurant Muangthong,90
Senses Amatara Welleisureᵀᴹ Resort (Phuket),-1.0596957,5.41688,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3898,Senses Amatara Welleisureᵀᴹ Resort (Phuket),90
Seoul by Soul Bangna - Bearing,5.5343523,13.710821,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6585,Seoul by Soul Bangna - Bearing,90
Seoul by Soul Theparak - Saphan Mai,6.205937,9.455317,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6584,Seoul by Soul Theparak - Saphan Mai,90
Seoulful 서울풀,5.7139235,8.973154,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5535,Seoulful 서울풀,90
Shabu & Co.,8.053768,5.517905,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5101,Shabu & Co.,90
Shabu 81,7.640757,5.292108,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5254,Shabu 81,90
Shabu Henmee Watcharapol,7.374366,5.886856,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2114,Shabu Henmee Watcharapol,90
Shabu King,8.48185,5.7126718,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4923,Shabu King,90
Shabu Puko Muang Mai (Chonburi),7.2387424,6.2811666,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5835,Shabu Puko Muang Mai (Chonburi),90
Shabu Puko Sri Racha (Chonburi),7.417991,6.287712,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5834,Shabu Puko Sri Racha (Chonburi),90
Shabu Shabu Nangnai – Ramintra 5,7.643355,5.951759,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6377,Shabu Shabu Nangnai – Ramintra 5,90
Shabu-Suki Izakaya,7.6722326,5.2050133,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6346,Shabu-Suki Izakaya,90
Shabuku Lam Luk Ka,4.4249845,10.444759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6782,Shabuku Lam Luk Ka,90
Shabushi Central Changwattana,4.591015,5.4809723,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4446,Shabushi Central Changwattana,90
Shabushi Central Ladprao,4.921216,5.7747273,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4422,Shabushi Central Ladprao,90
Shabushi Central Rama 2,5.2588387,4.0854263,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4450,Shabushi Central Rama 2,90
Shabushi Central Rama 3,5.477559,4.0161343,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4435,Shabushi Central Rama 3,90
Shabushi Central Rama 9,5.8910995,4.3798833,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4421,Shabushi Central Rama 9,90
Shabushi Central Ramindra,4.694343,5.7720766,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4449,Shabushi Central Ramindra,90
Shabushi Central Westgate,4.9805408,6.1112137,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4447,Shabushi Central Westgate,90
Shabushi Central Westville,4.1186066,5.2157145,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4437,Shabushi Central Westville,90
Shabushi CentralWorld,5.5801682,10.553282,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4439,Shabushi CentralWorld,90
Shabushi Fashion Island,5.182626,8.969724,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4426,Shabushi Fashion Island,90
Shabushi Future Park Rangsit Floor 2,4.523084,8.3033695,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4425,Shabushi Future Park Rangsit Floor 2,90
Shabushi Future Park Rangsit Floor B,3.1821415,7.612299,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4427,Shabushi Future Park Rangsit Floor B,90
Shabushi Mega Bangna,8.1317625,5.042924,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4420,Shabushi Mega Bangna,90
Shabushi Robinson Ratchaphruek,4.5001855,10.089085,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4419,Shabushi Robinson Ratchaphruek,90
Shabushi Seacon Square,7.8550234,6.036034,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4429,Shabushi Seacon Square,90
Shabushi Siam Center,9.686956,3.745252,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4431,Shabushi Siam Center,90
Shabushi Terminal 21 Rama 3,6.3928714,3.591368,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4441,Shabushi Terminal 21 Rama 3,90
Shabushi The Mall Bangkapi,3.7792833,4.3051753,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4430,Shabushi The Mall Bangkapi,90
Shabushi The Mall Tha Phra,6.815084,7.443031,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4442,Shabushi The Mall Tha Phra,90
Shakariki432 Major Ratchayothin,4.523625,10.036117,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4805,Shakariki432 Major Ratchayothin,90
Shakariki432 The Nine Center Rama 9,6.7234874,2.7123973,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4806,Shakariki432 The Nine Center Rama 9,90
Shark Bite Restaurant,2.4461443,10.507381,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6368,Shark Bite Restaurant,90
Shibuya Shabu Ekkamai,8.008975,5.4523163,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4322,Shibuya Shabu Ekkamai,90
Shida Yakiniku & Izakaya Chaengwattana 14,4.82497,12.885414,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4468,Shida Yakiniku & Izakaya Chaengwattana 14,90
Shida Yakiniku & Izakaya Prachanukoon,3.7777562,11.786898,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4469,Shida Yakiniku & Izakaya Prachanukoon,90
Shidai Kushiyaki,4.6878567,14.412232,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4713,Shidai Kushiyaki,90
Shiguma Japanese Restaurant Bangna,4.9507155,8.639148,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3720,Shiguma Japanese Restaurant Bangna,90
Shining Taste,4.463316,12.423587,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6871,Shining Taste,90
Shizen Machi Omakase,2.81687,0.6347171,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6469,Shizen Machi Omakase,90
